IdSubject,IdQuestion,x1a,x2a,x3a,x4a,p1a,p2a,p3a,p4a,x1b,x2b,x3b,x4b,p1b,p2b,p3b,p4b,Rank,UpDown,Preference,TimeChoice
10828061,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,32,2,1,2009.10.03.13.00.54
10828061,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,21,1,1,2009.10.03.12.59.27
10828061,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,23,1,1,2009.10.03.12.59.40
10828061,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,1,2,2,2009.10.03.12.56.10
10828061,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,68,1,1,2009.10.03.13.04.21
10828061,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,56,2,1,2009.10.03.13.03.15
10828061,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,65,2,2,2009.10.03.13.04.08
10828061,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,24,1,1,2009.10.03.12.59.50
10828061,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,13,2,2,2009.10.03.12.58.23
10828061,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,69,2,1,2009.10.03.13.04.29
10828061,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,34,1,1,2009.10.03.13.01.07
10828061,49,100,,,,1,,,,13,186,,,0.45,0.55,,,25,2,1,2009.10.03.12.59.57
10828061,50,224,,,,1,,,,12,294,,,0.25,0.75,,,17,2,1,2009.10.03.12.58.55
10828061,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,42,2,1,2009.10.03.13.02.05
10828061,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,38,1,1,2009.10.03.13.01.39
10828061,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,20,2,1,2009.10.03.12.59.13
10828061,54,383,,,,1,,,,171,453,,,0.25,0.75,,,52,2,1,2009.10.03.13.02.48
10828061,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,30,1,1,2009.10.03.13.00.41
10828061,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,27,1,1,2009.10.03.13.00.16
10828061,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,29,1,1,2009.10.03.13.00.33
10828061,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,2,2,1,2009.10.03.12.56.23
10828061,59,259,,,,1,,,,172,345,,,0.45,0.55,,,70,2,1,2009.10.03.13.04.34
10828061,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,39,1,1,2009.10.03.13.01.46
10828061,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,62,1,2,2009.10.03.13.03.45
10828061,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,35,2,1,2009.10.03.13.01.18
10828061,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,46,1,1,2009.10.03.13.02.23
10828061,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,43,1,1,2009.10.03.13.02.10
10828061,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,9,1,1,2009.10.03.12.57.42
10828061,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,45,2,1,2009.10.03.13.02.18
10828061,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,18,1,1,2009.10.03.12.59.01
10828061,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,51,1,1,2009.10.03.13.02.44
10828061,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,36,2,1,2009.10.03.13.01.25
10828061,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,28,2,1,2009.10.03.13.00.23
11017025,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,35,2,2,2009.09.30.18.00.54
11017025,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,16,2,1,2009.09.30.17.57.35
11017025,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,6,2,1,2009.09.30.17.55.02
11017025,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,46,2,1,2009.09.30.18.03.13
11017025,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,3,1,1,2009.09.30.17.54.04
11017025,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,69,1,1,2009.09.30.18.13.16
11017025,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,29,1,1,2009.09.30.18.00.06
11017025,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,14,1,1,2009.09.30.17.57.11
11017025,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,8,1,2,2009.09.30.17.55.28
11017025,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,33,2,1,2009.09.30.18.00.35
11017025,11,64,188,313,,0.4,0.1,0.5,,2,126,251,375,0.25,0.4,0.1,0.25,31,1,1,2009.09.30.18.00.24
11017025,12,122,270,418,,0.15,0.8,0.05,,48,196,344,492,0.1,0.35,0.45,0.1,39,2,2,2009.09.30.18.01.42
11017025,13,224,416,,,0.55,0.45,,,95,352,480,,0.25,0.7,0.05,,18,2,2,2009.09.30.17.58.00
11017025,14,100,211,,,0.2,0.8,,,64,137,285,,0.2,0.5,0.3,,38,1,1,2009.09.30.18.01.32
11017025,15,257,427,,,0.8,0.2,,,143,370,484,,0.35,0.45,0.2,,30,2,1,2009.09.30.18.00.18
11017025,16,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,13,1,1,2009.09.30.17.57.00
11017025,17,219,448,,,0.2,0.8,,,143,296,372,601,0.1,0.1,0.7,0.1,19,1,1,2009.09.30.17.58.14
11017025,18,99,225,,,0.8,0.2,,,16,141,183,266,0.1,0.4,0.45,0.05,63,2,2,2009.09.30.18.08.04
11017025,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,24,2,1,2009.09.30.17.59.13
11017025,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,53,2,1,2009.09.30.18.05.16
11017025,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,58,1,1,2009.09.30.18.06.26
11017025,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,27,2,1,2009.09.30.17.59.50
11017025,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,57,1,1,2009.09.30.18.05.53
11017025,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,9,2,1,2009.09.30.17.55.35
11017025,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,10,1,2,2009.09.30.17.55.58
11017025,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,17,2,1,2009.09.30.17.57.46
11017025,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,20,2,2,2009.09.30.17.58.30
11017025,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,7,2,2,2009.09.30.17.55.13
11017025,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,15,1,1,2009.09.30.17.57.28
11017025,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,64,2,1,2009.09.30.18.08.36
11017025,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,47,1,2,2009.09.30.18.03.41
11017025,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,4,2,1,2009.09.30.17.54.27
11017025,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,41,1,2,2009.09.30.18.02.23
11017025,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,36,1,1,2009.09.30.18.01.11
11017025,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,28,1,1,2009.09.30.17.59.58
11017025,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,43,2,1,2009.09.30.18.02.53
11017025,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,32,1,1,2009.09.30.18.00.29
11017025,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,26,1,1,2009.09.30.17.59.41
11017025,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,56,2,1,2009.09.30.18.05.47
11017025,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,37,1,2,2009.09.30.18.01.24
11017025,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,44,2,2,2009.09.30.18.03.01
11017025,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,61,2,1,2009.09.30.18.07.30
11017025,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,70,2,1,2009.09.30.18.13.41
11017025,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,67,2,1,2009.09.30.18.10.31
11017025,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,21,1,1,2009.09.30.17.58.45
11017025,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,51,2,1,2009.09.30.18.04.59
11017025,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,50,1,1,2009.09.30.18.04.28
11017025,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,62,2,1,2009.09.30.18.07.40
11017025,49,100,,,,1,,,,13,186,,,0.45,0.55,,,45,1,1,2009.09.30.18.03.07
11017025,50,224,,,,1,,,,12,294,,,0.25,0.75,,,25,1,1,2009.09.30.17.59.22
11017025,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,11,1,1,2009.09.30.17.56.13
11017025,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,5,1,1,2009.09.30.17.54.51
11017025,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,1,2,1,2009.09.30.17.53.23
11017025,54,383,,,,1,,,,171,453,,,0.25,0.75,,,40,1,1,2009.09.30.18.01.48
11017025,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,49,2,1,2009.09.30.18.04.09
11017025,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,2,2,1,2009.09.30.17.53.40
11017025,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,66,1,2,2009.09.30.18.09.15
11017025,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,34,1,1,2009.09.30.18.00.45
11017025,59,259,,,,1,,,,172,345,,,0.45,0.55,,,23,2,1,2009.09.30.17.59.07
11017025,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,42,2,1,2009.09.30.18.02.30
11017025,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,68,2,1,2009.09.30.18.13.03
11017025,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,65,1,1,2009.09.30.18.08.47
11017025,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,22,2,1,2009.09.30.17.59.02
11017025,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,48,1,2,2009.09.30.18.03.47
11017025,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,54,1,1,2009.09.30.18.05.23
11017025,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,52,1,2,2009.09.30.18.05.07
11017025,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,60,2,1,2009.09.30.18.07.18
11017025,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,59,2,1,2009.09.30.18.07.07
11017025,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,12,1,1,2009.09.30.17.56.37
11017025,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,55,1,1,2009.09.30.18.05.37
11114771,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,64,2,1,2009.09.30.17.11.34
11114771,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,54,2,1,2009.09.30.17.10.08
11114771,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,44,2,1,2009.09.30.17.08.21
11114771,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,21,2,2,2009.09.30.17.04.46
11114771,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,69,1,1,2009.09.30.17.12.10
11114771,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,53,1,1,2009.09.30.17.09.58
11114771,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,59,2,2,2009.09.30.17.10.52
11114771,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,42,2,2,2009.09.30.17.08.04
11114771,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,67,2,1,2009.09.30.17.11.52
11114771,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,24,2,2,2009.09.30.17.05.09
11114771,11,64,188,313,,0.4,0.1,0.5,,2,126,251,375,0.25,0.4,0.1,0.25,20,2,1,2009.09.30.17.04.34
11114771,12,122,270,418,,0.15,0.8,0.05,,48,196,344,492,0.1,0.35,0.45,0.1,10,1,2,2009.09.30.17.02.30
11114771,13,224,416,,,0.55,0.45,,,95,352,480,,0.25,0.7,0.05,,4,2,2,2009.09.30.17.01.18
11114771,14,100,211,,,0.2,0.8,,,64,137,285,,0.2,0.5,0.3,,25,1,1,2009.09.30.17.05.21
11114771,15,257,427,,,0.8,0.2,,,143,370,484,,0.35,0.45,0.2,,14,2,2,2009.09.30.17.03.20
11114771,16,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,41,2,2,2009.09.30.17.07.58
11114771,17,219,448,,,0.2,0.8,,,143,296,372,601,0.1,0.1,0.7,0.1,32,2,1,2009.09.30.17.06.26
11114771,18,99,225,,,0.8,0.2,,,16,141,183,266,0.1,0.4,0.45,0.05,51,1,1,2009.09.30.17.09.42
11114771,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,37,2,2,2009.09.30.17.07.16
11114771,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,48,1,1,2009.09.30.17.09.17
11114771,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,15,2,1,2009.09.30.17.03.29
11114771,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,9,2,2,2009.09.30.17.02.20
11114771,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,50,1,1,2009.09.30.17.09.34
11114771,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,38,2,2,2009.09.30.17.07.25
11114771,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,13,1,2,2009.09.30.17.03.11
11114771,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,46,1,1,2009.09.30.17.08.58
11114771,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,61,2,1,2009.09.30.17.11.08
11114771,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,2,2,2,2009.09.30.17.00.58
11114771,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,56,1,1,2009.09.30.17.10.26
11114771,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,65,1,1,2009.09.30.17.11.40
11114771,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,62,2,2,2009.09.30.17.11.15
11114771,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,1,1,1,2009.09.30.17.00.37
11114771,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,60,1,1,2009.09.30.17.11.02
11114771,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,28,1,2,2009.09.30.17.05.55
11114771,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,40,2,1,2009.09.30.17.07.51
11114771,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,18,2,1,2009.09.30.17.04.18
11114771,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,35,1,2,2009.09.30.17.06.54
11114771,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,58,2,1,2009.09.30.17.10.44
11114771,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,34,1,2,2009.09.30.17.06.48
11114771,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,8,1,1,2009.09.30.17.02.04
11114771,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,26,1,1,2009.09.30.17.05.39
11114771,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,43,1,2,2009.09.30.17.08.13
11114771,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,39,1,1,2009.09.30.17.07.34
11114771,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,11,2,2,2009.09.30.17.02.39
11114771,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,17,1,1,2009.09.30.17.03.51
11114771,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,36,2,2,2009.09.30.17.07.04
11114771,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,70,1,1,2009.09.30.17.12.24
11114771,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,68,1,1,2009.09.30.17.11.58
11114771,49,100,,,,1,,,,13,186,,,0.45,0.55,,,3,2,1,2009.09.30.17.01.08
11114771,50,224,,,,1,,,,12,294,,,0.25,0.75,,,31,1,1,2009.09.30.17.06.18
11114771,51,276,,,,1,,,,80,374,472,,0.35,0.45,0.2,,27,1,1,2009.09.30.17.05.49
11114771,52,203,,,,1,,,,106,154,299,,0.45,0.05,0.5,,22,1,2,2009.09.30.17.04.51
11114771,53,196,,,,1,,,,95,146,246,297,0.3,0.05,0.5,0.15,16,2,2,2009.09.30.17.03.40
11114771,54,383,,,,1,,,,171,453,,,0.25,0.75,,,63,2,2,2009.09.30.17.11.25
11114771,55,297,404,,,0.55,0.45,,,189,243,350,511,0.05,0.05,0.85,0.05,47,1,2,2009.09.30.17.09.05
11114771,56,220,338,,,0.45,0.55,,,181,260,377,416,0.4,0.05,0.5,0.05,55,1,1,2009.09.30.17.10.19
11114771,57,238,329,467,,0.25,0.7,0.05,,192,375,467,,0.15,0.8,0.05,,57,2,1,2009.09.30.17.10.34
11114771,58,301,368,436,,0.7,0.05,0.25,,233,267,436,,0.4,0.1,0.5,,12,2,1,2009.09.30.17.03.03
11114771,59,259,,,,1,,,,172,345,,,0.45,0.55,,,6,1,1,2009.09.30.17.01.43
11114771,60,362,,,,1,,,,265,313,458,,0.45,0.05,0.5,,33,1,2,2009.09.30.17.06.39
11114771,61,213,418,,,0.3,0.7,,,213,350,487,,0.05,0.85,0.1,,45,1,2,2009.09.30.17.08.33
11114771,62,223,347,472,,0.4,0.1,0.5,,161,285,410,534,0.25,0.4,0.1,0.25,23,1,2,2009.09.30.17.05.01
11114771,63,306,526,,,0.6,0.4,,,159,233,526,,0.25,0.05,0.7,,7,1,1,2009.09.30.17.01.54
11114771,64,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,49,1,2,2009.09.30.17.09.25
11114771,65,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,52,1,2,2009.09.30.17.09.48
11114771,66,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,19,2,1,2009.09.30.17.04.25
11114771,67,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,29,1,1,2009.09.30.17.06.06
11114771,68,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,30,2,1,2009.09.30.17.06.13
11114771,69,111,207,223,,0.5,0.4,0.1,,80,95,207,,0.1,0.4,0.5,,66,1,1,2009.09.30.17.11.47
11114771,70,111,175,207,,0.1,0.4,0.5,,80,159,191,,0.25,0.25,0.5,,5,1,1,2009.09.30.17.01.32
11179395,1,267,313,453,546,0.1,0.8,0.05,0.05,127,220,406,,0.15,0.05,0.8,,69,1,1,2009.10.01.17.13.25
11179395,2,159,221,408,,0.7,0.1,0.2,,34,97,346,,0.1,0.3,0.6,,67,2,1,2009.10.01.17.13.03
11179395,3,183,233,384,485,0.7,0.05,0.1,0.15,32,132,334,,0.15,0.05,0.8,,43,1,1,2009.10.01.17.10.37
11179395,4,223,263,383,,0.4,0.5,0.1,,143,183,343,,0.1,0.4,0.5,,22,2,1,2009.10.01.17.08.57
11179395,5,127,255,287,,0.7,0.05,0.25,,95,191,223,,0.15,0.05,0.8,,46,1,1,2009.10.01.17.10.54
11179395,6,103,213,377,,0.6,0.15,0.25,,48,158,267,322,0.3,0.1,0.05,0.55,40,2,1,2009.10.01.17.10.25
11179395,7,92,245,,,0.85,0.15,,,16,130,206,,0.1,0.7,0.2,,58,1,1,2009.10.01.17.12.14
11179395,8,135,290,329,,0.55,0.35,0.1,,96,213,251,,0.25,0.05,0.7,,51,1,1,2009.10.01.17.11.23
11179395,9,209,309,459,,0.35,0.55,0.1,,159,259,359,409,0.05,0.55,0.1,0.3,20,2,1,2009.10.01.17.08.46
11179395,10,221,504,,,0.85,0.15,,,80,292,434,,0.05,0.7,0.25,,11,2,1,2009.10.01.17.07.44
11179395,11,64,188,313,,0.4,0.1,0.5,,2,126,251,375,0.25,0.4,0.1,0.25,12,2,1,2009.10.01.17.07.57
11179395,12,122,270,418,,0.15,0.8,0.05,,48,196,344,492,0.1,0.35,0.45,0.1,44,2,1,2009.10.01.17.10.44
11179395,13,224,416,,,0.55,0.45,,,95,352,480,,0.25,0.7,0.05,,60,1,1,2009.10.01.17.12.23
11179395,14,100,211,,,0.2,0.8,,,64,137,285,,0.2,0.5,0.3,,54,1,1,2009.10.01.17.11.55
11179395,15,257,427,,,0.8,0.2,,,143,370,484,,0.35,0.45,0.2,,10,2,1,2009.10.01.17.07.39
11179395,16,223,416,,,0.45,0.55,,,159,287,544,,0.05,0.7,0.25,,61,1,2,2009.10.01.17.12.28
11179395,17,219,448,,,0.2,0.8,,,143,296,372,601,0.1,0.1,0.7,0.1,37,2,1,2009.10.01.17.10.13
11179395,18,99,225,,,0.8,0.2,,,16,141,183,266,0.1,0.4,0.45,0.05,26,2,1,2009.10.01.17.09.17
11179395,19,94,187,,,0.3,0.7,,,64,125,156,248,0.25,0.3,0.05,0.4,56,1,1,2009.10.01.17.12.05
11179395,20,203,317,,,0.75,0.25,,,127,241,279,354,0.35,0.05,0.45,0.15,23,1,1,2009.10.01.17.09.03
11179395,21,138,245,,,0.55,0.45,,,30,84,191,352,0.05,0.05,0.85,0.05,27,1,1,2009.10.01.17.09.21
11179395,22,118,200,,,0.8,0.2,,,64,91,173,228,0.2,0.1,0.6,0.1,32,2,1,2009.10.01.17.09.50
11179395,23,232,374,,,0.4,0.6,,,91,161,303,515,0.05,0.1,0.6,0.25,49,1,1,2009.10.01.17.11.13
11179395,24,233,344,,,0.7,0.3,,,159,196,307,381,0.3,0.2,0.1,0.4,50,1,1,2009.10.01.17.11.18
11179395,25,251,358,,,0.7,0.3,,,143,304,412,465,0.05,0.85,0.05,0.05,5,1,1,2009.10.01.17.06.53
11179395,26,105,278,,,0.25,0.75,,,48,163,336,394,0.25,0.4,0.1,0.25,30,1,2,2009.10.01.17.09.41
11179395,27,183,302,,,0.6,0.4,,,64,242,361,421,0.15,0.7,0.1,0.05,24,2,1,2009.10.01.17.09.07
11179395,28,61,179,,,0.45,0.55,,,22,101,218,257,0.4,0.05,0.5,0.05,21,2,1,2009.10.01.17.08.52
11179395,29,147,367,,,0.6,0.4,,,0,74,367,,0.25,0.05,0.7,,8,1,1,2009.10.01.17.07.21
11179395,30,99,251,,,0.6,0.4,,,48,251,,,0.4,0.6,,,65,2,1,2009.10.01.17.12.47
11179395,31,259,558,,,0.75,0.25,,,159,359,558,,0.15,0.7,0.15,,52,1,1,2009.10.01.17.11.34
11179395,32,168,397,,,0.6,0.4,,,16,92,397,,0.05,0.4,0.55,,59,2,1,2009.10.01.17.12.18
11179395,33,209,407,,,0.75,0.25,,,143,407,,,0.5,0.5,,,53,2,2,2009.10.01.17.11.49
11179395,34,120,243,,,0.75,0.25,,,80,161,243,,0.15,0.7,0.15,,19,1,1,2009.10.01.17.08.36
11179395,35,142,209,277,,0.7,0.05,0.25,,74,108,277,,0.4,0.1,0.5,,70,2,1,2009.10.01.17.13.30
11179395,36,151,230,348,,0.5,0.15,0.35,,111,269,348,,0.25,0.6,0.15,,25,2,1,2009.10.01.17.09.13
11179395,37,140,200,261,,0.85,0.05,0.1,,80,110,261,,0.05,0.55,0.4,,33,2,1,2009.10.01.17.09.54
11179395,38,79,170,308,,0.25,0.7,0.05,,33,216,308,,0.15,0.8,0.05,,48,2,1,2009.10.01.17.11.07
11179395,39,192,341,,,0.15,0.85,,,192,390,439,,0.55,0.4,0.05,,3,1,1,2009.10.01.17.06.23
11179395,40,15,290,,,0.3,0.7,,,15,382,,,0.5,0.5,,,9,2,2,2009.10.01.17.07.28
11179395,41,95,443,,,0.3,0.7,,,95,327,559,,0.1,0.8,0.1,,47,2,1,2009.10.01.17.10.59
11179395,42,102,311,,,0.15,0.85,,,102,381,450,,0.55,0.25,0.2,,35,1,2,2009.10.01.17.10.03
11179395,43,127,284,,,0.2,0.8,,,127,336,,,0.45,0.55,,,16,2,2,2009.10.01.17.08.19
11179395,44,54,259,,,0.3,0.7,,,54,191,328,,0.05,0.85,0.1,,64,1,2,2009.10.01.17.12.43
11179395,45,127,259,390,,0.05,0.4,0.55,,127,456,521,,0.45,0.15,0.4,,7,2,2,2009.10.01.17.07.15
11179395,46,57,221,331,,0.3,0.1,0.6,,57,167,386,,0.1,0.6,0.3,,1,1,2,2009.10.01.17.05.55
11179395,47,111,194,277,,0.1,0.05,0.85,,111,318,359,,0.5,0.3,0.2,,2,2,2,2009.10.01.17.06.11
11179395,48,6,229,377,,0.05,0.8,0.15,,6,155,451,,0.1,0.7,0.2,,17,2,2,2009.10.01.17.08.25
11179395,49,100,,,,1,,,,13,186,,,0.45,0.55,,,38,1,1,2009.10.01.17.10.17
